term_str,n,p,i,n_chars,max_pos_group,max_pos,stop,porter_stem,df,idf,dfidf
illogical,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,illog,1.0,3.4594316186372973,3.4594316186372973
clarify,1,1.0700909577314071e-05,16.511907043519884,7,VB,VB,0,clarifi,1.0,3.4594316186372973,3.4594316186372973
insanity,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,insan,1.0,3.4594316186372973,3.4594316186372973
company,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,compani,1.0,3.4594316186372973,3.4594316186372973
load,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,load,1.0,3.4594316186372973,3.4594316186372973
procrastination,1,1.0700909577314071e-05,16.511907043519884,15,NN,NN,0,procrastin,1.0,3.4594316186372973,3.4594316186372973
appeal,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,appeal,1.0,3.4594316186372973,3.4594316186372973
cigarettes,1,1.0700909577314071e-05,16.511907043519884,10,NN,NNS,0,cigarett,1.0,3.4594316186372973,3.4594316186372973
opportunity,1,1.0700909577314071e-05,16.511907043519884,11,NN,NN,0,opportun,1.0,3.4594316186372973,3.4594316186372973
human,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,human,1.0,3.4594316186372973,3.4594316186372973
bank,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,bank,1.0,3.4594316186372973,3.4594316186372973
rack,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,rack,1.0,3.4594316186372973,3.4594316186372973
cd,1,1.0700909577314071e-05,16.511907043519884,2,NN,NN,0,cd,1.0,3.4594316186372973,3.4594316186372973
glancing,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,glanc,1.0,3.4594316186372973,3.4594316186372973
unprepared,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,unprepar,1.0,3.4594316186372973,3.4594316186372973
planes,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,plane,1.0,3.4594316186372973,3.4594316186372973
resonate,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBP,0,reson,1.0,3.4594316186372973,3.4594316186372973
relationship,1,1.0700909577314071e-05,16.511907043519884,12,NN,NNP,0,relationship,1.0,3.4594316186372973,3.4594316186372973
misterultrasensitive,1,1.0700909577314071e-05,16.511907043519884,20,JJ,JJ,0,misterultrasensit,1.0,3.4594316186372973,3.4594316186372973
forgetting,1,1.0700909577314071e-05,16.511907043519884,10,VB,VBG,0,forget,1.0,3.4594316186372973,3.4594316186372973
depends,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBZ,0,depend,1.0,3.4594316186372973,3.4594316186372973
weakness,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,weak,1.0,3.4594316186372973,3.4594316186372973
pulls,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBZ,0,pull,1.0,3.4594316186372973,3.4594316186372973
chair,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,chair,1.0,3.4594316186372973,3.4594316186372973
resting,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,rest,1.0,3.4594316186372973,3.4594316186372973
unkindly,1,1.0700909577314071e-05,16.511907043519884,8,RB,RB,0,unkindli,1.0,3.4594316186372973,3.4594316186372973
treated,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,treat,1.0,3.4594316186372973,3.4594316186372973
image,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,imag,1.0,3.4594316186372973,3.4594316186372973
stages,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,stage,1.0,3.4594316186372973,3.4594316186372973
acted,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBN,0,act,1.0,3.4594316186372973,3.4594316186372973
sworn,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBN,0,sworn,1.0,3.4594316186372973,3.4594316186372973
lock,1,1.0700909577314071e-05,16.511907043519884,4,VB,VB,0,lock,1.0,3.4594316186372973,3.4594316186372973
jackpot,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,jackpot,1.0,3.4594316186372973,3.4594316186372973
bottles,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,bottl,1.0,3.4594316186372973,3.4594316186372973
royal,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,royal,1.0,3.4594316186372973,3.4594316186372973
housewife,1,1.0700909577314071e-05,16.511907043519884,9,NN,NN,0,housewif,1.0,3.4594316186372973,3.4594316186372973
hustler,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,hustler,1.0,3.4594316186372973,3.4594316186372973
cleaners,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNS,0,cleaner,1.0,3.4594316186372973,3.4594316186372973
defeats,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,defeat,1.0,3.4594316186372973,3.4594316186372973
victories,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,victori,1.0,3.4594316186372973,3.4594316186372973
glove,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,glove,1.0,3.4594316186372973,3.4594316186372973
boxing,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,box,1.0,3.4594316186372973,3.4594316186372973
horseshoe,1,1.0700909577314071e-05,16.511907043519884,9,NN,NN,0,horsesho,1.0,3.4594316186372973,3.4594316186372973
twentyfive,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,twentyf,1.0,3.4594316186372973,3.4594316186372973
cleverer,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJR,0,clever,1.0,3.4594316186372973,3.4594316186372973
degree,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,degre,1.0,3.4594316186372973,3.4594316186372973
besides,1,1.0700909577314071e-05,16.511907043519884,7,IN,IN,0,besid,1.0,3.4594316186372973,3.4594316186372973
frustrated,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,frustrat,1.0,3.4594316186372973,3.4594316186372973
bloodshot,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,bloodshot,1.0,3.4594316186372973,3.4594316186372973
empathise,1,1.0700909577314071e-05,16.511907043519884,9,VB,VB,0,empathis,1.0,3.4594316186372973,3.4594316186372973
tip,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,0,tip,1.0,3.4594316186372973,3.4594316186372973
standards,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,standard,1.0,3.4594316186372973,3.4594316186372973
laying,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBG,0,lay,1.0,3.4594316186372973,3.4594316186372973
bird,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,bird,1.0,3.4594316186372973,3.4594316186372973
withholding,1,1.0700909577314071e-05,16.511907043519884,11,VB,VBG,0,withhold,1.0,3.4594316186372973,3.4594316186372973
carleen,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNP,0,carleen,1.0,3.4594316186372973,3.4594316186372973
anderson,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNP,0,anderson,1.0,3.4594316186372973,3.4594316186372973
licks,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,lick,1.0,3.4594316186372973,3.4594316186372973
leg,1,1.0700909577314071e-05,16.511907043519884,3,NN,NN,0,leg,1.0,3.4594316186372973,3.4594316186372973
desk,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,desk,1.0,3.4594316186372973,3.4594316186372973
badly,1,1.0700909577314071e-05,16.511907043519884,5,RB,RB,0,badli,1.0,3.4594316186372973,3.4594316186372973
scat,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,scat,1.0,3.4594316186372973,3.4594316186372973
sadly,1,1.0700909577314071e-05,16.511907043519884,5,RB,RB,0,sadli,1.0,3.4594316186372973,3.4594316186372973
sways,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,sway,1.0,3.4594316186372973,3.4594316186372973
samba,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,samba,1.0,3.4594316186372973,3.4594316186372973
awful,1,1.0700909577314071e-05,16.511907043519884,5,JJ,JJ,0,aw,1.0,3.4594316186372973,3.4594316186372973
hurricane,1,1.0700909577314071e-05,16.511907043519884,9,NN,NN,0,hurrican,1.0,3.4594316186372973,3.4594316186372973
endure,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,endur,1.0,3.4594316186372973,3.4594316186372973
cloud,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,cloud,1.0,3.4594316186372973,3.4594316186372973
weather,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,weather,1.0,3.4594316186372973,3.4594316186372973
slave,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,slave,1.0,3.4594316186372973,3.4594316186372973
teo,1,1.0700909577314071e-05,16.511907043519884,3,NN,NNP,0,teo,1.0,3.4594316186372973,3.4594316186372973
marvin,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,marvin,1.0,3.4594316186372973,3.4594316186372973
moody92s,1,1.0700909577314071e-05,16.511907043519884,8,PO,POS,0,moody92,1.0,3.4594316186372973,3.4594316186372973
friendships,1,1.0700909577314071e-05,16.511907043519884,11,NN,NNS,0,friendship,1.0,3.4594316186372973,3.4594316186372973
parted,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBD,0,part,1.0,3.4594316186372973,3.4594316186372973
endeavors,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,endeavor,1.0,3.4594316186372973,3.4594316186372973
chapel,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNP,0,chapel,1.0,3.4594316186372973,3.4594316186372973
union,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,union,1.0,3.4594316186372973,3.4594316186372973
ruling,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBG,0,rule,1.0,3.4594316186372973,3.4594316186372973
skat,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,skat,1.0,3.4594316186372973,3.4594316186372973
perceptive,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,percept,1.0,3.4594316186372973,3.4594316186372973
listenin,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,listenin,1.0,3.4594316186372973,3.4594316186372973
sensitive,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,sensit,1.0,3.4594316186372973,3.4594316186372973
handed,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBN,0,hand,1.0,3.4594316186372973,3.4594316186372973
gaye,1,1.0700909577314071e-05,16.511907043519884,4,NN,NNP,0,gay,1.0,3.4594316186372973,3.4594316186372973
drip,1,1.0700909577314071e-05,16.511907043519884,4,VB,VBP,0,drip,1.0,3.4594316186372973,3.4594316186372973
catches,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBZ,0,catch,1.0,3.4594316186372973,3.4594316186372973
disappears,1,1.0700909577314071e-05,16.511907043519884,10,NN,NNS,0,disappear,1.0,3.4594316186372973,3.4594316186372973
changing,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,chang,1.0,3.4594316186372973,3.4594316186372973
unbearable,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,unbear,1.0,3.4594316186372973,3.4594316186372973
heartache,1,1.0700909577314071e-05,16.511907043519884,9,NN,NN,0,heartach,1.0,3.4594316186372973,3.4594316186372973
codes,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,code,1.0,3.4594316186372973,3.4594316186372973
puzzle,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,puzzl,1.0,3.4594316186372973,3.4594316186372973
speaks,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBZ,0,speak,1.0,3.4594316186372973,3.4594316186372973
incapable,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,incap,1.0,3.4594316186372973,3.4594316186372973
nurture,1,1.0700909577314071e-05,16.511907043519884,7,VB,VB,0,nurtur,1.0,3.4594316186372973,3.4594316186372973
rs,1,1.0700909577314071e-05,16.511907043519884,2,NN,NN,0,rs,1.0,3.4594316186372973,3.4594316186372973
stranguc0u1077,1,1.0700909577314071e-05,16.511907043519884,14,NN,NNP,0,stranguc0u1077,1.0,3.4594316186372973,3.4594316186372973
strangers,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,stranger,1.0,3.4594316186372973,3.4594316186372973
rebuttals,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,rebutt,1.0,3.4594316186372973,3.4594316186372973
rebut,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBP,0,rebut,1.0,3.4594316186372973,3.4594316186372973
settled,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,settl,1.0,3.4594316186372973,3.4594316186372973
noticin,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJ,0,noticin,1.0,3.4594316186372973,3.4594316186372973
respects,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNS,0,respect,1.0,3.4594316186372973,3.4594316186372973
anniversary,1,1.0700909577314071e-05,16.511907043519884,11,NN,NN,0,anniversari,1.0,3.4594316186372973,3.4594316186372973
setting,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,set,1.0,3.4594316186372973,3.4594316186372973
groove,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,groov,1.0,3.4594316186372973,3.4594316186372973
brushing,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,brush,1.0,3.4594316186372973,3.4594316186372973
towards,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,toward,1.0,3.4594316186372973,3.4594316186372973
knocked,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,knock,1.0,3.4594316186372973,3.4594316186372973
braved,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBD,0,brave,1.0,3.4594316186372973,3.4594316186372973
recognize,1,1.0700909577314071e-05,16.511907043519884,9,VB,VB,0,recogn,1.0,3.4594316186372973,3.4594316186372973
reflection,1,1.0700909577314071e-05,16.511907043519884,10,NN,NN,0,reflect,1.0,3.4594316186372973,3.4594316186372973
stripes,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,stripe,1.0,3.4594316186372973,3.4594316186372973
easiest,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJS,0,easiest,1.0,3.4594316186372973,3.4594316186372973
emptiness,1,1.0700909577314071e-05,16.511907043519884,9,NN,NN,0,empti,1.0,3.4594316186372973,3.4594316186372973
struggling,1,1.0700909577314071e-05,16.511907043519884,10,VB,VBG,0,struggl,1.0,3.4594316186372973,3.4594316186372973
swallow,1,1.0700909577314071e-05,16.511907043519884,7,VB,VB,0,swallow,1.0,3.4594316186372973,3.4594316186372973
amount,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,amount,1.0,3.4594316186372973,3.4594316186372973
flood,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBD,0,flood,1.0,3.4594316186372973,3.4594316186372973
doodoodoodoo,1,1.0700909577314071e-05,16.511907043519884,12,JJ,JJ,0,doodoodoodoo,1.0,3.4594316186372973,3.4594316186372973
compromise,1,1.0700909577314071e-05,16.511907043519884,10,NN,NN,0,compromis,1.0,3.4594316186372973,3.4594316186372973
shorts,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,short,1.0,3.4594316186372973,3.4594316186372973
skirts,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,skirt,1.0,3.4594316186372973,3.4594316186372973
opaque,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJ,0,opaqu,1.0,3.4594316186372973,3.4594316186372973
madame,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,madam,1.0,3.4594316186372973,3.4594316186372973
strutting,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBG,0,strut,1.0,3.4594316186372973,3.4594316186372973
heel,1,1.0700909577314071e-05,16.511907043519884,4,NN,NN,0,heel,1.0,3.4594316186372973,3.4594316186372973
tutting,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,tut,1.0,3.4594316186372973,3.4594316186372973
distance,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,distanc,1.0,3.4594316186372973,3.4594316186372973
erased,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBD,0,eras,1.0,3.4594316186372973,3.4594316186372973
rumours,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,rumour,1.0,3.4594316186372973,3.4594316186372973
missin,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,missin,1.0,3.4594316186372973,3.4594316186372973
strayed,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBP,0,stray,1.0,3.4594316186372973,3.4594316186372973
guessin,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJ,0,guessin,1.0,3.4594316186372973,3.4594316186372973
useless,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJ,0,useless,1.0,3.4594316186372973,3.4594316186372973
devout,1,1.0700909577314071e-05,16.511907043519884,6,RB,RB,0,devout,1.0,3.4594316186372973,3.4594316186372973
created,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBD,0,creat,1.0,3.4594316186372973,3.4594316186372973
callin,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,callin,1.0,3.4594316186372973,3.4594316186372973
facin,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,facin,1.0,3.4594316186372973,3.4594316186372973
whichever,1,1.0700909577314071e-05,16.511907043519884,9,IN,IN,0,whichev,1.0,3.4594316186372973,3.4594316186372973
mention,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,mention,1.0,3.4594316186372973,3.4594316186372973
breakthrough,1,1.0700909577314071e-05,16.511907043519884,12,NN,NN,0,breakthrough,1.0,3.4594316186372973,3.4594316186372973
you92ve,1,1.0700909577314071e-05,16.511907043519884,7,VB,VB,0,you92v,1.0,3.4594316186372973,3.4594316186372973
projection,1,1.0700909577314071e-05,16.511907043519884,10,NN,NN,0,project,1.0,3.4594316186372973,3.4594316186372973
powerful,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,power,1.0,3.4594316186372973,3.4594316186372973
activate,1,1.0700909577314071e-05,16.511907043519884,8,VB,VB,0,activ,1.0,3.4594316186372973,3.4594316186372973
decisions,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,decis,1.0,3.4594316186372973,3.4594316186372973
complain,1,1.0700909577314071e-05,16.511907043519884,8,VB,VB,0,complain,1.0,3.4594316186372973,3.4594316186372973
givuc0u1077,1,1.0700909577314071e-05,16.511907043519884,11,VB,VB,0,givuc0u1077,1.0,3.4594316186372973,3.4594316186372973
insecure,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,insecur,1.0,3.4594316186372973,3.4594316186372973
enemy,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,enemi,1.0,3.4594316186372973,3.4594316186372973
regress,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBP,0,regress,1.0,3.4594316186372973,3.4594316186372973
battling,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,battl,1.0,3.4594316186372973,3.4594316186372973
stumblin,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,stumblin,1.0,3.4594316186372973,3.4594316186372973
lust,1,1.0700909577314071e-05,16.511907043519884,4,JJ,JJ,0,lust,1.0,3.4594316186372973,3.4594316186372973
blowing,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,blow,1.0,3.4594316186372973,3.4594316186372973
winds,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,wind,1.0,3.4594316186372973,3.4594316186372973
highway,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,highway,1.0,3.4594316186372973,3.4594316186372973
raging,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBG,0,rage,1.0,3.4594316186372973,3.4594316186372973
avenue,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,avenu,1.0,3.4594316186372973,3.4594316186372973
hungry,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJ,0,hungri,1.0,3.4594316186372973,3.4594316186372973
offer,1,1.0700909577314071e-05,16.511907043519884,5,VB,VB,0,offer,1.0,3.4594316186372973,3.4594316186372973
keeping,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,keep,1.0,3.4594316186372973,3.4594316186372973
poles,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,pole,1.0,3.4594316186372973,3.4594316186372973
drowned,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,drown,1.0,3.4594316186372973,3.4594316186372973
owning,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBG,0,own,1.0,3.4594316186372973,3.4594316186372973
lean,1,1.0700909577314071e-05,16.511907043519884,4,VB,VB,0,lean,1.0,3.4594316186372973,3.4594316186372973
filling,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBG,0,fill,1.0,3.4594316186372973,3.4594316186372973
painting,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,paint,1.0,3.4594316186372973,3.4594316186372973
handle,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,handl,1.0,3.4594316186372973,3.4594316186372973
trembling,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBG,0,trembl,1.0,3.4594316186372973,3.4594316186372973
everlasting,1,1.0700909577314071e-05,16.511907043519884,11,VB,VBG,0,everlast,1.0,3.4594316186372973,3.4594316186372973
vicious,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJ,0,viciou,1.0,3.4594316186372973,3.4594316186372973
mattered,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBD,0,matter,1.0,3.4594316186372973,3.4594316186372973
honesty,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,honesti,1.0,3.4594316186372973,3.4594316186372973
sow,1,1.0700909577314071e-05,16.511907043519884,3,VB,VBP,0,sow,1.0,3.4594316186372973,3.4594316186372973
reap,1,1.0700909577314071e-05,16.511907043519884,4,VB,VB,0,reap,1.0,3.4594316186372973,3.4594316186372973
treasured,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBN,0,treasur,1.0,3.4594316186372973,3.4594316186372973
blessings,1,1.0700909577314071e-05,16.511907043519884,9,NN,NNS,0,bless,1.0,3.4594316186372973,3.4594316186372973
beating,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,beat,1.0,3.4594316186372973,3.4594316186372973
depths,1,1.0700909577314071e-05,16.511907043519884,6,NN,NNS,0,depth,1.0,3.4594316186372973,3.4594316186372973
pitch,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,pitch,1.0,3.4594316186372973,3.4594316186372973
reaching,1,1.0700909577314071e-05,16.511907043519884,8,VB,VBG,0,reach,1.0,3.4594316186372973,3.4594316186372973
circles,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,circl,1.0,3.4594316186372973,3.4594316186372973
tingle,1,1.0700909577314071e-05,16.511907043519884,6,VB,VB,0,tingl,1.0,3.4594316186372973,3.4594316186372973
ideas,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,idea,1.0,3.4594316186372973,3.4594316186372973
surprised,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBN,0,surpris,1.0,3.4594316186372973,3.4594316186372973
chaos,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,chao,1.0,3.4594316186372973,3.4594316186372973
curl,1,1.0700909577314071e-05,16.511907043519884,4,VB,VB,0,curl,1.0,3.4594316186372973,3.4594316186372973
overcompensating,1,1.0700909577314071e-05,16.511907043519884,16,VB,VBG,0,overcompens,1.0,3.4594316186372973,3.4594316186372973
preferred,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBD,0,prefer,1.0,3.4594316186372973,3.4594316186372973
helps,1,1.0700909577314071e-05,16.511907043519884,5,VB,VBZ,0,help,1.0,3.4594316186372973,3.4594316186372973
hangover,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,hangov,1.0,3.4594316186372973,3.4594316186372973
paranoid,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,paranoid,1.0,3.4594316186372973,3.4594316186372973
aches,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,ach,1.0,3.4594316186372973,3.4594316186372973
confused,1,1.0700909577314071e-05,16.511907043519884,8,JJ,JJ,0,confus,1.0,3.4594316186372973,3.4594316186372973
trapped,1,1.0700909577314071e-05,16.511907043519884,7,VB,VBN,0,trap,1.0,3.4594316186372973,3.4594316186372973
fingers,1,1.0700909577314071e-05,16.511907043519884,7,NN,NNS,0,finger,1.0,3.4594316186372973,3.4594316186372973
recently,1,1.0700909577314071e-05,16.511907043519884,8,RB,RB,0,recent,1.0,3.4594316186372973,3.4594316186372973
oi,1,1.0700909577314071e-05,16.511907043519884,2,NN,NNP,0,oi,1.0,3.4594316186372973,3.4594316186372973
coldness,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,cold,1.0,3.4594316186372973,3.4594316186372973
heads,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNS,0,head,1.0,3.4594316186372973,3.4594316186372973
percent,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,percent,1.0,3.4594316186372973,3.4594316186372973
sincerely,1,1.0700909577314071e-05,16.511907043519884,9,RB,RB,0,sincer,1.0,3.4594316186372973,3.4594316186372973
ahyeahyeahyeahyeahyeah,1,1.0700909577314071e-05,16.511907043519884,22,JJ,JJ,0,ahyeahyeahyeahyeahyeah,1.0,3.4594316186372973,3.4594316186372973
neverendin,1,1.0700909577314071e-05,16.511907043519884,10,JJ,JJ,0,neverendin,1.0,3.4594316186372973,3.4594316186372973
turbulent,1,1.0700909577314071e-05,16.511907043519884,9,JJ,JJ,0,turbul,1.0,3.4594316186372973,3.4594316186372973
travelled,1,1.0700909577314071e-05,16.511907043519884,9,VB,VBN,0,travel,1.0,3.4594316186372973,3.4594316186372973
brunt,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,brunt,1.0,3.4594316186372973,3.4594316186372973
substance,1,1.0700909577314071e-05,16.511907043519884,9,NN,NN,0,substanc,1.0,3.4594316186372973,3.4594316186372973
approval,1,1.0700909577314071e-05,16.511907043519884,8,NN,NN,0,approv,1.0,3.4594316186372973,3.4594316186372973
seekin,1,1.0700909577314071e-05,16.511907043519884,6,VB,VBP,0,seekin,1.0,3.4594316186372973,3.4594316186372973
balance,1,1.0700909577314071e-05,16.511907043519884,7,NN,NN,0,balanc,1.0,3.4594316186372973,3.4594316186372973
soak,1,1.0700909577314071e-05,16.511907043519884,4,VB,VBD,0,soak,1.0,3.4594316186372973,3.4594316186372973
corrupt,1,1.0700909577314071e-05,16.511907043519884,7,JJ,JJ,0,corrupt,1.0,3.4594316186372973,3.4594316186372973
government,1,1.0700909577314071e-05,16.511907043519884,10,NN,NN,0,govern,1.0,3.4594316186372973,3.4594316186372973
yeahey,1,1.0700909577314071e-05,16.511907043519884,6,JJ,JJ,0,yeahey,1.0,3.4594316186372973,3.4594316186372973
180,1,1.0700909577314071e-05,16.511907043519884,3,CD,CD,0,180,1.0,3.4594316186372973,3.4594316186372973
buzzer,1,1.0700909577314071e-05,16.511907043519884,6,NN,NN,0,buzzer,1.0,3.4594316186372973,3.4594316186372973
exboy,1,1.0700909577314071e-05,16.511907043519884,5,NN,NN,0,exboy,1.0,3.4594316186372973,3.4594316186372973
upstairs,1,1.0700909577314071e-05,16.511907043519884,8,NN,NNS,0,upstair,1.0,3.4594316186372973,3.4594316186372973
moore,1,1.0700909577314071e-05,16.511907043519884,5,NN,NNP,0,moor,1.0,3.4594316186372973,3.4594316186372973
